"lang"
{
"Language"	"german"
"asw_xp_difficulty_scale"	"Schwierigkeitsbonus"
"asw_xp_total"	"ERHALTENE EP"
"asw_next_weapon_unlock"	"Nächste Waffenfreischaltung"
"asw_weapon_unlocked"	"Neue Waffe freigeschaltet!"
"asw_tooltip_weapon_locked"	"WAFFE GESPERRT"
"asw_level_requirement"	"Benötigt Level %s1"
"asw_level_up"	"LEVEL UP!"
"asw_suggest_difficulty"	"Schwierigkeitsgrad ändern?"
"asw_suggest_harder"	"Aufgrund der beeindruckenden Leistung deines Trupps empfiehlt die IAF, auf einen schwereren Schwierigkeitsgrad aufzusteigen. In jeder Missionsnachbesprechung gibt es mehr XP!\n\nErhöhst du den Schwierigkeitsgrad von Normal auf Schwer?"
"asw_suggest_easier"	"Dein Trupp ist vielleicht besser für einen leichteren Schwierigkeitsgrad geeignet. Der Schwarm wird leichter zu töten sein und weniger Schaden anrichten.\n\nSenkst du den Schwierigkeitsgrad von Normal auf Leicht?"
"asw_medals_title"	"MEDAILLEN"
"asw_briefing_no_map"	"ORBITALER SCAN NICHT VERFÜGBAR"
"asw_marines_left"	"Verbleibende Marines: %s1"
"asw_marines_left_one"	"Verbleibende Marines: %s1\nJeweils ein Marine."
"asw_one_marine_each"	"Jeweils ein Marine."
"asw_tech_required"	"Techniker benötigt"
"asw_roster_avail"	"- VERFÜGBAR -"
"asw_no_live_tech"	"Kein lebender Techniker"
"asw_need_tech"	"Diese Mission benötigt mindestens einen Techniker."
"asw_need_equip"	"Diese Mission benötigt mindestens einen %s1."
"asw_need_two_players"	"Diese Mission benötigt mindestens zwei Spieler."
"asw_wants_start"	"%s1 will die Mission beginnen. Bitte 'Bereit' anklicken."
"asw_wants_restart"	"%s1 will die Mission neu starten. Bitte 'Bereit' anklicken."
"asw_wants_continue"	"%s1 will fortfahren. Bitte 'Bereit' anklicken."
"asw_wants_returnmap"	"%s1 will zur Kampagnen-Karte zurückkehren. Bitte 'Bereit' anklicken."
"asw_offline_medals"	"Einzelspieler"
"asw_online_medals"	"Mehrspieler"
"asw_maint_panel"	":: Wartungszugang ::"
"asw_vote_already_in_progress"	"Es kann keine neue Abstimmung gestartet werden, da bereits eine Abstimmung läuft."
"asw_vote_mission_start"	"%s1 hat eine Umfrage gestartet, um die Mission zu ändern: %s2."
"asw_vote_campaign_start"	"%s1 hat eine Umfrage für eine neue Kampagne gestartet: %s2."
"asw_vote_saved_start"	"%s1 hat eine Umfrage gestartet, um einen Spielstand zu laden: %s2."
"asw_press_vote_key"	"Drücke %s1 um abzustimmen."
"asw_mission_doesnt_exist"	"Diese Mission existiert nicht."
"asw_save_doesnt_exist"	"Dieser Spielstand existiert nicht."
"asw_campaign_doesnt_exist"	"Diese Kampagne existiert nicht."
"asw_already_voted"	"Du hast bereits abgestimmt."
"asw_start_vote"	"Abstimmung starten:"
"asw_misson_vote"	"NEUE MISSION"
"asw_campaign_vote"	"MISSION ÄNDERN"
"asw_saved_vote"	"Vorherige Kampagne fortsetzen"
"asw_current_vote"	"Aktuelle Abstimmung:"
"asw_vote_mission_title"	"MISSIONS-ABSTIMMUNG"
"asw_vote_campaign_title"	"KAMPAGNEN-ABSTIMMUNG"
"asw_vote_saved_title"	"Abstimmung um eine gespeicherte Kampagne zu laden"
"asw_vote_yes"	"MIT JA ABSTIMMEN"
"asw_vote_no"	"MIT NEIN ABSTIMMEN"
"asw_vote_yes_key"	"Mit 'Ja' abstimmen"
"asw_vote_no_key"	"Mit 'Nein' abstimmen"
"press_to_vote_yes"	"%s1 drücken, um mit JA abzustimmen"
"press_to_vote_no"	"%s1 drücken, um mit NEIN abzustimmen"
"asw_current_mission_vote"	"Mission ändern: %s1"
"asw_current_campaign_vote"	"Neue Kampagne: %s1"
"asw_current_mission_vote_not_installed"	"Mission ändern: %s1 - SIE HABEN DIESES ADD-ON NICHT"
"asw_current_campaign_vote_not_installed"	"Kampagne ändern: %s1 - SIE HABEN DIESES ADD-ON NICHT"
"asw_current_saved_vote"	"Gespeichertes Spiel laden: %s1"
"asw_vote_passed"	"Abstimmung erfolgreich!"
"asw_vote_failed"	"Abstimmung fehlgeschlagen."
"asw_yes_votes"	"JA-Stimmen: %s1"
"asw_no_votes"	"NEIN-Stimmen: %s1"
"asw_you_voted_no"	"Du hast mit NEIN abgestimmt."
"asw_you_voted_yes"	"Du hast mit JA abgestimmt."
"asw_started_kick_vote"	"%s1 möchte, dass %s2 vom Server geworfen wird."
"asw_started_leader_vote"	"%s1 möchte, dass %s2 der neue Gruppenführer wird."
"asw_time_left"	"Verbleibende Zeit: %s1"
"asw_mission_launch_in"	"Missionsbeginn in: %s1"
"ASW_GameUI_Controller"	"Controller"
"ASW_GameUI_Axes"	"Achsen"
"ASW_GameUI_Buttons"	"Tasten"
"ASW_GameUI_KeyButton"	"(MAUS-)TASTE"
"ASW_GameUI_ControllerButton"	"CONTROLLER-TASTE"
"ASW_GameUI_SetNewButton"	"Taste editieren"
"ASW_GameUI_ClearButton"	"Taste löschen"
"ASW_GameUI_SetNewAxis"	"Achse bearbeiten"
"ASW_GameUI_ClearAxis"	"Achse löschen"
"ASW_GameUI_EnableController"	"Controller aktivieren"
"ASW_GameUI_AimToMovement"	"In Bewegungsrichtung zielen"
"ASW_GameUI_CrossLayout"	"Kreuzförmiges Porträt-Layout"
"ASW_GameUI_AxesAction"	"AKTION"
"ASW_GameUI_ControllerAxis"	"ACHSE"
"ASW_GameUI_MoveForward"	"Bewege dich nach Norden"
"ASW_GameUI_MoveBack"	"Bewege dich nach Süden"
"ASW_GameUI_MoveLeft"	"Bewege dich nach Westen"
"ASW_GameUI_MoveRight"	"Bewege dich nach Osten"
"ASW_GameUI_MoveForwardBack"	"Bewege dich vorwärts/zurück"
"ASW_GameUI_MoveLeftRight"	"Bewege dich nach links/rechts"
"ASW_GameUI_MoveRoll"	"Abrollen"
"ASW_GameUI_AimUpDown"	"Nach vorne / hinten zielen"
"ASW_GameUI_AimLeftRight"	"Links / Rechts zielen"
"ASW_GameUI_AxisX"	"X-Achse"
"ASW_GameUI_AxisY"	"Y-Achse"
"ASW_GameUI_AxisZ"	"Z-Achse"
"ASW_GameUI_AxisR"	"R-Achse"
"ASW_GameUI_AxisU"	"U-Achse"
"ASW_GameUI_AxisV"	"V-Achse"
"ASW_GameUI_NoThanks"	"Nein danke"
"ASW_Marines_Title"	"EINHEIT"
"ASW_Alternates"	"ALTERNATIVEN"
"ASW_GameUI_ControllerRecog"	"Controller erkannt"
"ASW_GameUI_XBCDRecog"	"XBCD-XBox-Gamepad\n\nMöchtest du die standardmäßige Achsen- und Tastenbelegung für diesen Controller einstellen?\n\nHINWEIS: Dieser Controller wird nur unterstützt, wenn due die Hoch/Runter-Achse des \nrechten Analog-Sticks im XBCD-Kontrollzentrum auf RZ-/RZ+ setzt."
"asw_camera_style"	"Kameratyp"
"asw_camera_tilted"	"Geneigt"
"asw_camera_topdown"	"Von oben"
"asw_tracer_style"	"Leuchtspurtyp"
"asw_tracer_none"	"Keine Leuchtspuren"
"asw_tracer_standard"	"Standard-Leuchtspuren"
"asw_tracer_line"	"Linien-Leuchtspuren"
"asw_playerlist"	"Spielerliste / Abstimmungen"
"asw_select_marine_1"	"Marine 1 auswählen"
"asw_select_marine_2"	"Marine 2 auswählen"
"asw_select_marine_3"	"Marine 3 auswählen"
"asw_select_marine_4"	"Marine 4 auswählen"
"asw_select_marine_5"	"Select marine 5"
"asw_select_marine_6"	"Select marine 6"
"asw_select_marine_7"	"Select marine 7"
"asw_select_marine_8"	"Select marine 8"
"asw_next_marine"	"Nächsten Marine auswählen"
"asw_prev_marine"	"Vorherigen Marine auswählen"
"asw_melee_attack"	"Nahkampfangriff"
"asw_activate_extra"	"Zusatzgegenstand (Schweißgerät, Fackeln, etc.) benutzen"
"asw_switch_primary_secondary"	"Waffe wechseln"
"asw_use"	"Benutzen (Schalter, Computer usw.)"
"asw_order_marines_hold"	"Befehl: Position halten"
"asw_order_marines_follow"	"Befehl: Folgen"
"asw_order_specific_marine"	"Bestimmten Marine befehlen"
"asw_order_marine_1_equip"	"Einheitsausrüstung 1 benutzen"
"asw_order_marine_2_equip"	"Einheitsausrüstung 2 benutzen"
"asw_order_marine_3_equip"	"Einheitsausrüstung 3 benutzen"
"asw_order_marine_4_equip"	"Einheitsausrüstung 4 benutzen"
"asw_order_marine_5_equip"	"Use Squad Equipment 5"
"asw_order_marine_6_equip"	"Use Squad Equipment 6"
"asw_order_marine_7_equip"	"Use Squad Equipment 7"
"asw_order_marine_8_equip"	"Use Squad Equipment 8"
"asw_emote_medic"	"Ausruf: Sanitäter!"
"asw_emote_ammo"	"Ausruf: Munition!"
"asw_emote_smile"	"Ausruf: Lächeln"
"asw_emote_watch_out"	"Ausruf: Achtung!"
"asw_emote_anime"	"Ausruf: Anime-Lächeln"
"asw_emote_question"	"Ausruf: Frage"
"asw_drop"	"Aktuelle Waffe fallen lassen"
"asw_select_mission"	"NÄCHSTE MISSION AUSWÄHLEN"
"asw_select_pref_mission"	"BEVORZUGTE MISSION AUSWÄHLEN"
"asw_force_launch"	"Start erzwingen"
"asw_commanders"	"Kommandanten"
"asw_current_location"	"Aktuelle Position:"
"asw_campaign_waiting"	"WARTE"
"asw_threat_level"	"%s1\n\nBedrohungsstufe: %s2"
"asw_campaign_ready"	"OK"
"asw_toggle_console"	"Konsole öffnen"
"asw_ammo_bag_exploded"	"Die Munitionstasche von %s1 überhitzt und explodiert!"
"asw_team_killed"	"%s1 wurde von %s2 getötet."
"asw_player_won_deathmatch"	"%s1 won the round. Congratulations!"
"asw_player_invulnurable"	"%s1 is now invulnurable"
"asw_suicide_male"	"%s1 hat sich selbst getötet."
"asw_suicide_female"	"%s1 hat sich selbst getötet."
"asw_out_of_ammo"	"%s1 hat keine Munition mehr."
// player triggerable speech
"asw_comms"	"Befehle"
"asw_comms_menu"	"Befehlsmenü"
"asw_speech_menu"	"%s1. %s2"
"asw_speech_watchout"	"Pass auf!"
"asw_speech_parasite"	"Parasit!"
"asw_speech_question"	"Was?"
"asw_speech_thanks"	"Danke"
"asw_speech_medic"	"Sanitäter!"
"asw_speech_needammo"	"Brauche Munition!"
"asw_speech_stim"	"Adrenalin! Jetzt!"
"asw_speech_positioning"	"Gehe in Position..."
"asw_speech_doors"	"Türen..."
"asw_speech_more"	"Mehr..."
"asw_speech_point"	"Gehe voraus"
"asw_speech_rear"	"Nachhut"
"asw_speech_holding"	"Halte Position"
"asw_speech_north"	"Gebe Deckung in Richtung Norden"
"asw_speech_south"	"Gebe Deckung in Richtung Süden"
"asw_speech_east"	"Gebe Deckung in Richtung Osten"
"asw_speech_west"	"Gebe Deckung in Richtung Westen"
"asw_speech_hold"	"Position halten"
"asw_speech_go"	"Mir folgen"
"asw_speech_back"	"Zurück..."
"asw_speech_rcut"	"Aufschneiden anfordern"
"asw_speech_rseal"	"Versiegelung anfordern"
"asw_speech_rshoot"	"Beschuss anfordern"
"asw_speech_cut"	"Tür aufschneiden"
"asw_speech_seal"	"Tür versiegeln"
"asw_speech_medkit"	"Medkit."
"asw_speech_ammo"	"Munition."
"asw_speech_careful"	"Vorsicht"
"asw_speech_ready"	"Bereit?"
"asw_speech_smile"	"*lächeln*"
"asw_speech_zing"	"Zisch!"
// sarge speech
"asw_speech_signs"	"Anzeichen von Verseuchung"
"asw_speech_form"	"Einheit, formiert euch"
"asw_speech_positions"	"Marines, in Position"
"asw_speech_mouth"	"Pass auf was du sagst, Marine"
"asw_speech_secure_that"	"Du sicherst den Scheiß"
"asw_speech_drink"	"Ich brauche einen Drink"
"asw_speech_looks_good"	"Sieht gut aus"
"asw_speech_stay_sharps"	"Augen offenhalten"
"asw_speech_love_job"	"Ich liebe diesen Job"
"asw_speech_fine_day"	"Noch ein toller Tag in der IAF"
"asw_speech_picnic"	"Kein Picknick"
"asw_speech_spacing"	"Achtet auf euren Abstand Team"
"asw_speech_so_far"	"So weit, so gut"
"asw_speech_holy"	"Verdammte Scheiße!"
"asw_speech_eat"	"Friss das!"
"asw_speech_paychecks"	"Zeit sich diese Gehaltschecks zu verdienen"
"asw_speech_corners"	"Auf die Ecken achten!"
"asw_speech_squads"	"In Teams fortfahren"
"asw_speech_book"	"Lasst uns das genau nach Vorschrift machen"
"asw_speech_like_hear"	"Das wollte ich hören"
"asw_speech_damn_fine"	"Verdammte gute Arbeit, Marine"
"asw_speech_pull"	"Wir sollten uns zurückziehen, das nochmal überdenken"
"asw_speech_tough"	"Das ist hart"
"asw_speech_got_backs"	"Ich geb' dir Deckung"
// jaeger speech
"asw_speech_never_thought"	"Hätte niemals gedacht, dass es so enden würde."
"asw_speech_bad_feeling"	"Ich hab' ein schlechtes Gefühl bei diesem Ort."
"asw_speech_no_trouble"	"Behebe Käfer-Problem"
"asw_speech_run_smokes"	"Keine Rauchgranaten mehr"
"asw_speech_set_fire"	"Zündet die Kolonie an"
"asw_speech_sharp_prisoners"	"Aufpassen, Leute"
"asw_speech_another_day"	"Nur ein weiterer Tag im Korps"
"asw_speech_vacation"	"Ich brauche Urlaub"
"asw_speech_hungry"	"Das hier macht einen Marine hungrig"
"asw_speech_rock_roll"	"Rock and Roll!"
"asw_speech_want_some"	"Du willst auch was?"
"asw_speech_spirit"	"Genau so!"
"asw_speech_breathing"	"Atmet ihr auch noch?"
// wildcat speech
"asw_speech_t75"	"T75 Sprengstoff"
"asw_speech_party"	"Lasst uns die Party beginnen"
"asw_speech_peace"	"Frieden durch überlegene Feuerkraft"
"asw_speech_dares_wins"	"Wer wagt, gewinnt"
"asw_speech_cooling_heels"	"Sollten wir nicht Käfer kaltmachen?"
"asw_speech_anytime_anywhere"	"Jederzeit, überall"
"asw_speech_theyll_pay"	"Sie werden dafür bezahlen"
"asw_speech_hell_out"	"Es wird Zeit hier zu verschwinden"
"asw_speech_payback"	"Rache ist süß"
"asw_speech_nice_job"	"Gute Arbeit"
"asw_speech_meow"	"Miau"
"asw_speech_hell_yeah"	"Jawoll, verdammt!"
"asw_speech_taking_long"	"Was dauert es so lange?"
"asw_speech_christ_man"	"Herrgott nochmal"
// wolfe speech
"asw_speech_lock_load"	"Geladen und entsichert"
"asw_speech_time_bleed"	"Hab' keine Zeit zu bluten"
"asw_speech_all_over"	"Schlag sie wo es am meisten weh tut"
"asw_speech_alright"	"Haha, okay!"
"asw_speech_smell_bugs"	"Ich rieche Käfer"
"asw_speech_collateral"	"Kollateralschaden"
"asw_speech_scores_settle"	"Ich habe noch eine Rechnung offen"
"asw_speech_good_bug"	"Nur ein toter Käfer ist ein guter Käfer"
"asw_speech_dont_hurt"	"Wenn man sie nicht trifft, tut es ihnen auch nicht weh"
"asw_speech_one_way"	"Nur ein Weg um das zu lösen"
"asw_speech_more_fun"	"Es wird spaßiger im Minutentakt"
"asw_speech_wait_day"	"Lass mich nicht den ganzen Tag warten"
"asw_speech_nice_shootin"	"Gut geschossen!"
"asw_speech_save_life"	"Du hast mir das Leben gerettet"
"asw_speech_challenge"	"Hört sich nach einer Herausforderung an"
"asw_speech_trick"	"Ist das eine Fangfrage?"
"asw_speech_kidding"	"Willst du mich verarschen?"
// faith speech
"asw_speech_what_need"	"Was brauchst du?"
"asw_speech_be_careful"	"Lasst uns vorsichtig sein, ok?!"
"asw_speech_excellent"	"Exzellent"
"asw_speech_absolutely"	"Absolut"
"asw_speech_too_quiet"	"Es ist viel zu ruhig"
"asw_speech_nightmare"	"Das hier ist wie ein schrecklicher Albtraum"
"asw_speech_pull_through"	"Ich hoffe wir schaffen das"
"asw_speech_isnt_secure"	"Dieser Ort ist nicht sicher"
"asw_speech_down_here"	"Ich mag's hier unten nicht"
"asw_speech_wait_hear"	"Wartet! Ich höre etwas"
"asw_speech_kill_you"	"Ich bring euch alle um!"
"asw_speech_oom"	"Hab' keine Erste-Hilfe-Kästen mehr"
"asw_speech_love_harm"	"Du scheinst es zu lieben dem Unheil in die Arme zu laufen"
// bastille speech
"asw_speech_good_thinking"	"Gute Idee"
"asw_speech_immediatement"	"Umgehend"
"asw_speech_careful_anywhere"	"Vorsicht, sie könnten überall sein"
"asw_speech_stim_packs"	"Adrenalin macht jetzt nicht so süchtig"
"asw_speech_send_hell"	"Jagt diese Bastarde direkt in die Hölle"
"asw_speech_how_many"	"Wie viele von diesen Viechern gibt's eigentlich?"
"asw_speech_stay_sharp"	"Haltet die Augen offen, mes ami"
"asw_speech_what_was"	"Was war das?"
"asw_speech_hearing_things"	"Toll, jetzt höre ich schon Dinge die nicht da sind"
"asw_speech_exit"	"Zeit abzuhauen"
"asw_speech_alien_scum"	"Friss das, Alienabschaum!"
"asw_speech_should_dead"	"Du solltest tot sein, aber du bist es nicht"
"asw_speech_youll_live"	"Du wirst es wahrscheinlich überleben"
"asw_speech_should_help"	"Das sollte helfen"
"asw_speech_kill_ami"	"Guter Schuß, mon ami"
"asw_speech_annoying"	"Du fängst an zu nerven"
"asw_speech_closer"	"Sie kommen näher!"
"asw_speech_breakdown"	"Nervenzusammenbruch"
"asw_speech_why_close"	"Warum kommst du mir so nah?"
"asw_speech_saving"	"Ich bewahre sie auf, für den Fall, dass du wirklich verletzt wirst"
"asw_speech_off_mission"	"Bei der nächsten Mission bist du nicht dabei"
"asw_speech_alright_say_so"	"Okay, wenn du meinst"
// crash speech
"asw_speech_ready_get"	"Ich bin für alles bereit"
"asw_speech_get_fuck"	"Wir sollten schleunigst von hier verschwinden!"
"asw_speech_got_skills"	"Ich hab's drauf"
"asw_speech_shoulda_stolen"	"Ich hätte mehr Geld stehlen sollen um diesen Scheiß hier auszugleichen"
"asw_speech_guys_lucky"	"Ihr könnt froh darüber sein, dass ich hier bin"
"asw_speech_like_to_see"	"Oh ja! Sowas seh' ich gerne"
"asw_speech_want_some_of"	"Willst du auch was abhaben?"
"asw_speech_time_magic"	"Zeit, dass ich mal meine Tricks zeige"
"asw_speech_got_back"	"Du gibst mir Deckung, oder?"
"asw_speech_who_man"	"Oh yeah, wer hat's drauf?"
"asw_speech_smooth"	"Ganz geschmeidig"
"asw_speech_cant_stand"	"Ich halte es hier nicht mehr lange aus"
"asw_speech_anyone_idea"	"Hat einer von euch 'ne Ahnung, was wir hier überhaupt machen?"
"asw_speech_no_problem"	"Kein Problem"
"asw_speech_place_action"	"Wow, hier war wohl einiges los"
// flynn speech
"asw_speech_got_job"	"Hast du was für mich zu tun?"
"asw_speech_bad_idea"	"Das war eine schlechte Idee"
"asw_speech_calm_storm"	"Ah, die Ruhe vor dem Sturm"
"asw_speech_surrounded"	"Ich glaube wir sind umzingelt"
"asw_speech_grim"	"Sieht nicht allzu gut aus"
"asw_speech_places_hide"	"Hier unten gibt's viele Verstecke"
"asw_speech_followed"	"Bilde ich mir das ein oder werden wir verfolgt?"
"asw_speech_company"	"Wir haben Besuch!"
"asw_speech_corp_net"	"Es geht doch nichts über das Einbrechen in ein Firmennetzwerk"
"asw_speech_nice_work"	"Gute Arbeit"
"asw_speech_looks_clear"	"Sieht ruhig aus"
"asw_speech_dont_worry"	"Sorg dich nicht um mich"
// vegas speech
"asw_speech_little_game"	"Willst du ein Spielchen mit mir spielen?"
"asw_speech_ace_sleeve"	"Ich hab' immer noch ein Ass im Ärmel"
"asw_speech_on_it"	"Bin dran"
"asw_speech_4_to_1"	"Chancen von 4 zu 1? Find' ich gar nicht mal so schlecht"
"asw_speech_deck_cards"	"Hat einer von euch ein Kartenspiel dabei?"
"asw_speech_tequila"	"Wer hat Lust auf ein bisschen Tequila?"
"asw_speech_worst_come"	"Ich denke, das Schlimmste kommt noch"
"asw_speech_roll_dice"	"Zeit die Würfel zu werfen"
"asw_speech_sweet_tequila"	"Mein liebster Tequila, ich bin auf dem Weg zu dir!"
"asw_speech_madre_dios"	"Madre de dios!"
"asw_speech_play_rough"	"Oh, du willst es auf die harte Tour?"
"asw_speech_muchachos"	"Adios muchachos"
"asw_speech_fuck_with_me"	"Willst du dich mit mir anlegen?"
"asw_speech_finally_time"	"Endlich etwas, dass meine Zeit wert ist"
"asw_speech_back_ok"	"Halte meinen Rücken frei, ok?"
"asw_speech_too_easy"	"Zu einfach"
"asw_speech_job_amigo"	"Gute Arbeit, Amigo"
"asw_speech_impressive"	"Beeindruckend!"
"asw_speech_nice_one_amigo"	"Gut gemacht, Amigo"
"asw_speech_clock_ticking"	"Die Zeit läuft, Amigo"
"asw_speech_lady_luck"	"Das Glück ist auf meiner Seite"
"asw_speech_fortune_fav"	"Das Schicksal bevorzugt heute Vegas"
"asw_speech_could_tequila"	"Jetzt wäre ein guter Zeitpunkt für etwas Tequila..."
"asw_speech_ahh_man"	"Ach man, ich hätte in Culiacan bleiben sollen"
"asw_speech_crazy_ones"	"Warum krieg' ich immer die Verrückten ab?"
"asw_cain_mail_0"	"Übertragung von: SynTek Forschungsstation 7"
"asw_cain_mail_1"	"Datum: 20.12.52"
"asw_cain_mail_2"	"."
"asw_cain_mail_3"	"Lt. Cain,"
"asw_cain_mail_4"	"Wir haben Ihre Nachricht erhalten und wir werden die nötigen Vorsichtsmaßnahmen vornehmen."
"asw_cain_mail_5"	"Wir haben einen Frachter, der auf dem Weg zu Vereon XII ist, um Lieferung 4903877 aufzunehmen."
"asw_cain_mail_6"	"Ungefähre Ankunftszeit: 14 Tage"
"asw_cain_mail_7"	"Erwarten Sie noch dieses Jahr eine Beförderung."
"asw_tutorial_message_1"	"%s1 %s2 %s3 %s4 um den Marine zu bewegen"
"asw_tutorial_message_2"	"%s1 um Gegenstände aufzuheben"
"asw_tutorial_message_3"	"Maus zum Zielen\n%s1 zum Feuern"
"asw_tutorial_message_4"	"%s1 Bedienfeld benutzen"
"asw_tutorial_message_5"	"%s1 /\n%s2 um die Waffe zu wechseln"
"asw_tutorial_message_6"	"%s1 zum Feuern"
"asw_tutorial_message_7"	"%s1 für Nahkampfangriff"
"asw_tutorial_message_8"	"%s1 um Tür zu versiegeln\n%s2 um Tür aufzuschneiden"
//"asw_tutorial_message_9"	"1,2,3,4 to select marine\n%s1 orders marine to follow\n%s2 orders marine to guard a spot\n%s3 to order marine under the mouse cursor"
"asw_tutorial_message_9"	"1 - Ersten Marine auswählen\n2 - Zweiten Marine auswählen"
"asw_tutorial_message_10"	"1 - Ersten Marine auswählen\n2 - Zweiten Marine auswählen\n3 - Dritten Marine auswählen"
"asw_tutorial_message_11"	"1,2 um Marine auszuwählen\n%s1 um Bedienfeld zu benutzen"
"asw_tutorial_message_12"	"%s1 um Fackeln aufzuheben\n%s2 zum Werfen einer Fackel"
"asw_tutorial_message_13"	"%s1 zum Aufheben\n%s1/%s2 um die Waffe zu wechseln"
"asw_tutorial_message_14"	"%s1 um Munition aufzuheben\n%s2 zum Nachladen"
"asw_tutorial_message_15"	"%s1 um Bedienfeld zu benutzen"
"asw_tutorial_message_16"	"%s1 um Terminal zu benutzen"
"asw_tutorial_message_17"	"%s1 um Folgen zu befehlen\n%s2 um Position Halten zu befehlen\n%s3 um einen bestimmten Marine an eine Position zu befehligen"
"asw_instructor_infestation_death"	"Heilen ist die einzige Möglichkeit eine Infizierung zu überleben"
"asw_instructor_switch_marine"	"Marine steuern"
"asw_instructor_select_med_satchel"	"Erste-Hilfe-Kasten auswählen"
"asw_instructor_cure_infestation_other"	"Heilen um Verseuchung zu kurieren"
"asw_instructor_cure_infestation"	"Heilen um Verseuchung zu überleben"
"asw_instructor_request_cure"	"Rufe einen Sanitäter, um den Befall zu überleben"
"asw_instructor_select_extinguisher"	"Feuerlöscher auswählen"
"asw_instructor_extinguish"	"Löschen"
"asw_instructor_watch_scanner"	"Bewegungsmelder beobachten"
"asw_instructor_friendly_fire"	"Verletze keine Teamkameraden"
"asw_instructor_hack_button_area"	"Bedienfeld entsperren"
"asw_instructor_use_button_area"	"Bedienfeld aktivieren"
"asw_instructor_destroy_door"	"Tür zerstören"
"asw_instructor_destroy_door_secondary"	"Sekundäre Feuerschutztür"
"asw_instructor_weld_door"	"Tür verschweißen"
"asw_instructor_unweld_door"	"Tür aufschweißen"
"asw_instructor_heal"	"Teamkameraden heilen"
"asw_instructor_heal_self"	"Selbst heilen"
"asw_instructor_request_heal"	"Sanitäter rufen"
"asw_instructor_clip_usage"	"%s1 Munition des vorherigen Magazins verloren"
"asw_instructor_use_offhand"	"Zusatz-Gegenstand benutzen"
"asw_instructor_use_offhand_health"	"Aus dem Stegreif selbst heilen"
"asw_instructor_switch_weapon"	"Waffe auswählen"
"asw_instructor_place_sentry"	"Wächter platzieren"
"asw_instructor_build_sentry"	"Wächter aufbauen"
"asw_instructor_rotate_sentry"	"Wächter ausrichten"
"asw_instructor_dismantle_sentry"	"Halten zum Abbauen"
"asw_instructor_laser_boulder"	"Mit dem Bergbau-Laser zerstören"
"asw_instructor_burn_biomass"	"Biomasse verbrennen"
"asw_instructor_command_marine"	"Marine kommandieren"
"asw_instructor_command_marine_follow"	"Alle Marines Folgen"
"asw_instructor_command_marine_hold"	"Alle Marines Position Halten"
"asw_instructor_pick_up_item"	"Aufheben"
"asw_instructor_swap_item"	"Tauschen"
"asw_instructor_get_item"	"%s1 aufnehmen"
"asw_instructor_swap_for_item"	"Gegen %s1 eintauschen"
"asw_instructor_need_hacker_button_area"	"Techniker benötigt"
"asw_instructor_select_alt_fire"	"Wählen eine Waffe mit Sekundärmunition"
"asw_instructor_alt_fire"	"Sekundärfeuer"
"asw_instructor_give_bag_ammo"	"Muniton abgeben"
"asw_instructor_give_satchel_ammo"	"Munition für %s1 hinlegen"
"asw_instructor_yourself"	"Sie"
"asw_instructor_give_spare_weapon"	"Unbenutzte Waffe abgeben"
"asw_instructor_kick_object"	"Nahkampf"
"asw_instructor_shoot_barrel"	"Beschieße die Explosivfässer"
"asw_instructor_manual_reload"	"Manuelles Nachladen"
"asw_instructor_view_map"	"Vollständige Karte anzeigen"
"asw_instructor_toggle_orders"	"Halten um Ausrüstungsordnung umzuschalten"
"asw_instructor_radial_emote"	"Halten für Ausdrucksmenü"
"asw_instructor_mic_chat"	"Zum Mikrofon-Chat gedrückt halten"
"asw_instructor_draw"	"Zeichne zum Planen auf die Karte"
"asw_instructor_roll"	"Abrollen um Projektilen auszuweichen"
"asw_instructor_walk"	"Halten um zu gehen"
"asw_instructor_movement"	"Marine bewegen"
"asw_fail_advice_teamwork"	"Koordiniere die Bewegungen und Schusslinien deiner Einheit."
"asw_fail_advice_loadout"	"Koordiniere die Ausrüstung deiner Einheit."
"asw_fail_advice_routes"	"Plane die Routen deiner Einheit und bedenke Alternativen."
"asw_fail_advice_low_ammo"	"Behalte den Munitionsverbrauch deiner Einheit im Auge."
"asw_fail_advice_infested_lots"	"Spare Medizin, indem du Parasitenbefall vermeidest."
"asw_fail_advice_infested"	"Verwende deine medizinische Ausstattung, um befallene Teamkameraden zu retten und zu heilen."
"asw_fail_advice_swarmed"	"Bau defensive Selbstschussanlagen um große Schwärme zu bekämpfen."
"asw_fail_advice_friendly_fire"	"Vermeide Freundbeschuss."
"asw_fail_advice_hacker_damaged"	"Beschütze einen Techniker während seinem Hack."
"asw_fail_advice_wasted_heals"	"Das Verwenden von Heilungsgegenständen bei guter Gesundheit kann Verschwendung sein."
"asw_fail_advice_ignored_healing"	"Benutze Heilgegenstände, um deine Einheit gesund zu halten."
"asw_fail_advice_ignored_adrenaline"	"Benutze Adrenalin, um schwere Kämpfe leichter zu machen."
"asw_fail_advice_ignored_secondary"	"Sekundärfeuer können Gegnergruppen ausschalten."
"asw_fail_advice_ignored_welder"	"Verschweiße Türen, um Gegnern den Weg zu versperren."
"asw_fail_advice_ignored_lighting"	"Benutze Fackeln, um Gegner im Dunklen sichtbar zu machen."
"asw_fail_advice_slow_progression"	"Es kommen weitere Gegner, wenn deine Einheit nur langsam vorankommt."
